round_number,emotion,text_id,timestamp,prolific_id,anger,boredom,disgust,fear,guilt,joy,pride,relief,sadness,shame,surprise,trust,generated_text,hidden_emo_text,event_duration,emotion_duration,intensity,confidence,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,previous_participation,age,gender,education,ethnicity,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,did_you_lie?,original_demographics
round-4,anger,45,2021/09/19 11:37:14 pm EET,3b90c7493d3c82d0403dc08152c7d880,1,3,1,1,1,3,2,2,1,1,1,2,My daughter was accused of stealing with no proof despite there being plenty other people around who could have done it,My daughter was accused of stealing with no proof despite there being plenty other people around who could have done it,days,hours,4,5,5,5,1,1,4,4,3,1,4,2,1,5,2,5,5,4,5,5,4,1,4,"No, I participated before and answered the next set of questions.",31,Female,Undergraduate degree (BA/BSc/other),European,6,5,7,4,6,6,7,1,5,1,--,COPIED FROM: text id 470
round-5,surprise,52431,2021/10/06 3:21:38 pm EET,3c88e367f42e666466087bbba9933da8,1,2,1,2,1,4,2,5,1,2,4,5,I felt surprised few weeks back seeing  a college mate of mine after a very long time.,I felt ... few weeks back seeing  a college mate of mine after a very long time.,hours,hours,5,5,4,4,1,5,1,4,4,1,1,3,4,3,4,3,4,2,1,3,5,1,1,"No, I participated before and answered the next set of questions.",39,Male,Graduate degree (MA/MSc/MPhil/other),North American,6,4,7,2,7,6,7,1,7,4,The event really happened in my life.,COPIED FROM: text id 5539
round-5,sadness,52098,2021/10/06 3:19:42 pm EET,2078c0fa5fe27342abf3513939bdac96,1,4,1,1,2,3,2,2,1,1,1,1,my work colleague told me they were leaving,my work colleague told me they were leaving,minutes,weeks,3,4,2,4,5,1,4,3,4,1,4,5,2,2,1,4,2,3,2,1,4,4,3,"No, I participated before and answered the next set of questions.",30,Female,Graduate degree (MA/MSc/MPhil/other),European,5,2,5,5,6,5,6,2,6,4,The event really happened in my life.,COPIED FROM: text id 51863
round-3,surprise,31191,2021/09/03 10:42:24 pm EET,362250067389e8225afe64e7d829734d,1,2,1,1,1,3,1,1,1,1,1,1,I was proposed to,I was proposed to,minutes,hours,5,5,5,1,4,5,1,5,1,3,5,5,5,5,2,5,1,5,1,1,5,1,3,"No, I participated before and answered the next set of questions.",25,Female,High school,North American,5,2,6,2,7,3,7,1,7,4,--,COPIED FROM: text id 3961
round-2,disgust,244,2021/07/20 7:55:42 pm EET,ba00e1104f4fa24aa2ebc9fa747197cc,2,4,1,1,2,1,1,1,3,1,1,1,"somebody spat on the ground in front of me today. It was disgusting and unnecessary, especially given I had done nothing to the man.","somebody spat on the ground in front of me today. It was ... and unnecessary, especially given I had done nothing to the man.",seconds,seconds,3,3,4,3,2,1,5,2,2,1,5,2,1,1,1,5,1,1,5,4,1,4,1,"No, I participated before and answered the next set of questions.",20,Female,High school,European,6,5,6,6,6,5,6,1,3,2,--,COPIED FROM: text id 2165
round-5,joy,51101,2021/10/06 2:38:48 pm EET,533c0a2343f9c80fbee115d283c32f82,2,4,1,1,1,2,1,2,1,1,1,2,i received a lot of hair clients,i received a lot of hair clients,days,hours,3,3,3,4,1,4,1,3,4,2,1,1,4,4,4,2,3,3,2,1,4,2,4,"Yes, first time, I will answer the following questions.",26,Female,Undergraduate degree (BA/BSc/other),European,5,4,6,4,6,5,6,4,3,3,The event really happened in my life.,ORIGINAL
round-6,no-emotion,6544,2021/11/01 9:19:34 pm CET,09a34e1f54b940f2a4466d691f4d2596,1,1,1,1,1,1,1,1,1,1,1,3,Driving my car home from a day out,Driving my car home from a day out,minutes,minutes,1,5,1,4,4,3,1,1,2,3,1,2,2,2,3,1,1,1,2,1,3,2,1,"No, I participated before and answered the next set of questions.",37,Female,Undergraduate degree (BA/BSc/other),European,5,3,5,3,5,3,5,5,5,5,The event really happened in my life.,COPIED FROM: text id 6330
round-4,no-emotion,4970,2021/09/20 12:18:27 am EET,112f7a6fc629ad732858c9d80440ee13,1,1,1,1,1,2,2,1,1,1,1,2,I felt no particular emotion when I went shopping today. I took my son to go shopping with me as we needed some essentials and I just wanted to get the job done.,I felt ... when I went shopping today. I took my son to go shopping with me as we needed some essentials and I just wanted to get the job done.,hours,I had none,1,5,1,5,5,4,2,1,1,5,1,5,4,1,5,3,1,1,1,1,4,1,4,"No, I participated before and answered the next set of questions.",33,Female,High school,European,7,5,6,2,7,1,5,2,6,2,--,COPIED FROM REJECTED: text id 477
round-5,fear,5911,2021/10/06 3:31:01 pm EET,4fac5f9fe78f2c561bf11719669aa940,3,2,3,3,4,3,3,2,3,4,3,3,Fear of not being able to support my family fanatically,... of not being able to support my family fanatically,weeks,weeks,5,5,4,5,5,1,5,5,4,4,4,5,3,4,4,4,3,3,3,3,3,3,5,"No, I participated before and answered the next set of questions.",29,Male,Graduate degree (MA/MSc/MPhil/other),European,5,3,4,6,5,5,4,4,5,4,The event really happened in my life.,COPIED FROM: text id 51878
round-5,trust,52862,2021/10/06 6:34:21 pm EET,336eaa3ba4a7d6ede88bb882d305fb4f,1,1,1,1,1,5,5,5,1,1,5,5,"I felt when in our office they was a theft, and me and my colleague was the people incharge of money, so everyone accused expect for my whom trusted me out of the respect he had for my father.","I felt when in our office they was a theft, and me and my colleague was the people incharge of money, so everyone accused expect for my whom ... me out of the respect he had for my father.",days,days,5,5,3,1,1,1,5,5,1,1,5,1,1,5,1,5,1,1,5,5,5,1,5,"Yes, first time, I will answer the following questions.",28,Male,Undergraduate degree (BA/BSc/other),African,1,1,7,1,7,7,4,1,7,1,The event really happened in my life.,ORIGINAL
round-5,fear,5732,2021/10/06 1:58:25 pm EET,4afe7a89d3a52957efdcc75e1388f297,1,2,1,1,1,1,1,1,1,1,1,1,I felt like someone was watching me when i was walking home.,I felt like someone was watching me when i was walking home.,minutes,minutes,5,5,5,1,1,1,5,4,2,3,4,5,1,5,3,5,2,1,4,5,5,4,4,"No, I participated before and answered the next set of questions.",22,Male,High school,North American,1,6,3,5,5,6,5,5,3,6,The event really happened in my life.,COPIED FROM: text id 5360
round-4,no-emotion,4903,2021/09/20 2:19:48 am EET,96501d9dc125ba2ec54954cd909cac19,1,2,1,1,1,1,1,1,1,1,1,1,when eating dinner with my family.,when eating dinner with my family.,minutes,minutes,1,3,1,5,3,3,3,1,3,1,1,3,3,1,4,4,5,3,3,2,1,1,1,"No, I participated before and answered the next set of questions.",18,Female,Secondary education,Australian/New Zealander,6,5,5,5,6,6,5,2,5,2,--,COPIED FROM: text id 4410
round-3,sadness,31075,2021/09/03 10:43:59 pm EET,aa81016e4781049055df0acc62626e7e,1,2,1,2,1,1,1,3,1,1,1,1,I felt sadness when my grandmother passed away,I felt ... when my grandmother passed away,days,weeks,5,4,2,1,3,1,5,3,1,1,1,2,1,2,1,1,5,2,1,1,4,2,5,"Yes, first time, I will answer the following questions.",31,Male,Undergraduate degree (BA/BSc/other),European,2,1,6,1,6,5,6,2,7,2,--,ORIGINAL
round-3,disgust,3268,2021/09/03 5:32:45 pm EET,68771e3f8138ddd352f0ab32cffce1d8,1,1,1,1,1,1,1,1,1,1,1,1,I felt disgust when I was fishing from my boat on a lake and saw a man beating his dog with a belt The dog was whining and crying out. I hollered at the man to stop..  He did stop and put a rope on the dog and took him to his car and sped away. I called the Sheriff and told them what I saw. I described the car but I was not able to read the license plate. I never heard anything about it after that.,I felt ... when I was fishing from my boat on a lake and saw a man beating his dog with a belt The dog was whining and crying out. I hollered at the man to stop..  He did stop and put a rope on the dog and took him to his car and sped away. I called the Sheriff and told them what I saw. I described the car but I was not able to read the license plate. I never heard anything about it after that.,minutes,weeks,5,5,5,1,1,1,5,1,1,1,5,1,1,5,5,5,1,1,5,5,5,5,4,"No, I participated before and answered the next set of questions.",66,Male,High school,European,6,4,6,3,7,1,6,1,5,1,--,COPIED FROM: text id 3177
round-6,disgust,6298,2021/11/01 9:39:45 pm CET,267d19f5e9e50b9d92dc22ed3997b93f,1,2,1,1,1,2,2,3,1,1,1,3,I felt disgust when my old best friend broke my trust,I felt ... when my old best friend broke my trust,days,weeks,5,5,5,1,4,1,5,4,1,1,5,1,1,5,1,5,2,3,5,1,4,5,5,"No, I participated before and answered the next set of questions.",27,Female,High school,North American,5,6,6,6,5,3,5,2,5,2,The event really happened in my life.,COPIED FROM: text id 6371
round-4,sadness,41414,2021/09/20 1:42:52 am EET,a5934a16cf7f623fc7a3ff56151b41f0,1,1,1,1,1,3,1,1,3,1,1,1,I felt sadness when I said goodbye to my sister as she was leaving for university. She was crying so it made me very sad,I felt ... when I said goodbye to my sister as she was leaving for university. She was crying so it made me very ...,minutes,hours,4,5,2,4,3,1,5,2,1,1,3,4,1,4,2,2,4,3,1,1,3,1,3,"No, I participated before and answered the next set of questions.",22,Female,Undergraduate degree (BA/BSc/other),European,3,5,6,4,6,5,6,2,5,1,--,COPIED FROM: text id 4405
round-4,joy,4812,2021/09/20 2:15:02 am EET,155102d7ed2b054b51d8707b93f9a127,1,1,1,1,1,3,1,1,1,1,1,3,I felt JOY when i proposed to my wife and she said yes to marrying me and spending the rest of our lives together.,I felt ... when i proposed to my wife and she said yes to marrying me and spending the rest of our lives together.,hours,weeks,4,5,1,3,1,5,1,4,1,3,3,3,5,4,3,3,3,4,1,1,5,1,4,"No, I participated before and answered the next set of questions.",35,Male,Graduate degree (MA/MSc/MPhil/other),African,6,2,6,1,6,6,6,1,6,1,--,COPIED FROM: text id 41897
round-6,joy,6434,2021/11/01 8:08:51 pm CET,330eff07059322d61334313e1568915a,1,1,1,1,1,1,1,1,1,1,1,1,I reunited with my partner after a work trip,I reunited with my partner after a work trip,minutes,days,5,5,5,5,5,5,1,4,1,1,1,5,5,4,4,4,1,5,1,1,3,1,4,"No, I participated before and answered the next set of questions.",25,Female,Graduate degree (MA/MSc/MPhil/other),South Asian,2,5,7,6,6,5,6,1,4,2,The event really happened in my life.,COPIED FROM: text id 616
round-7,pride,7117,2021/11/09 11:56:11 pm CET,91f299ae61bb6dd99b4abe4d1ebc1c8d,1,4,1,1,1,1,1,2,1,1,1,1,I was trusted enough to train someone at work despite not being there long myself.,I was trusted enough to train someone at work despite not being there long myself.,seconds,minutes,3,5,5,1,1,5,1,5,1,5,3,5,5,5,5,2,1,5,1,1,5,1,3,"No, I participated before and answered the next set of questions.",26,Female,Undergraduate degree (BA/BSc/other),European,6,5,3,5,3,3,5,5,3,6,The event really happened in my life.,COPIED FROM: text id 761
round-5,pride,51634,2021/10/06 2:44:44 pm EET,bd7b582e2dcfcb472fc671c4c2b01389,1,2,1,1,1,1,1,1,1,1,1,2,When my children graduated from university,When my children graduated from university,hours,days,5,5,1,5,5,5,1,1,1,1,5,5,1,4,1,5,1,5,1,1,5,1,1,"No, I participated before and answered the next set of questions.",56,Female,Graduate degree (MA/MSc/MPhil/other),European,5,2,7,1,6,3,7,2,7,1,The event really happened in my life.,COPIED FROM: text id 5572
round-4,joy,4816,2021/09/20 2:21:23 am EET,461fc2095480b5a1f942884d5e9ea5bb,1,2,1,3,2,5,4,5,3,2,5,4,"I felt Joy because of my kids, when ever I see them both I get happy and thankful for able to do something right about my life.","I felt ... because of my kids, when ever I see them both I get ... and thankful for able to do something right about my life.",weeks,weeks,1,5,1,4,5,5,1,3,4,2,5,3,4,3,5,3,2,4,3,4,5,1,1,"No, I participated before and answered the next set of questions.",38,Female,Graduate degree (MA/MSc/MPhil/other),White,6,4.5,5.8,5.5,5.3,5.2,4.2,2.7,3.2,3.3,--,"AVERAGED: text id 4339, 4537, 4658, 4936, 41546, 41602"
round-5,anger,5212,2021/10/06 3:25:33 pm EET,4fac5f9fe78f2c561bf11719669aa940,3,2,3,3,4,3,2,3,3,4,3,3,I was badly mocked for being overweight,I was badly mocked for being overweight,minutes,days,4,5,4,4,3,5,4,3,1,4,5,3,1,1,1,2,1,1,2,2,1,5,4,"No, I participated before and answered the next set of questions.",29,Male,Graduate degree (MA/MSc/MPhil/other),European,5,3,4,6,5,5,4,4,5,4,The event really happened in my life.,COPIED FROM: text id 51878
round-3,surprise,31281,2021/09/03 10:25:57 pm EET,35329ebc672688e893691f04f2fb2cde,1,2,1,1,1,3,2,1,1,1,2,2,my girlfriend brought home a kitten after going for a walk,my girlfriend brought home a kitten after going for a walk,seconds,weeks,5,5,5,2,1,5,1,1,1,1,5,1,5,5,2,5,1,5,1,1,5,1,2,"No, I participated before and answered the next set of questions.",29,Male,Undergraduate degree (BA/BSc/other),European,2,3,3,1,7,7,5,5,6,6,--,COPIED FROM: text id 312
round-3,sadness,31076,2021/09/03 10:44:07 pm EET,8c39bf80f05dfc165e9963c68813ae77,1,4,1,2,2,1,1,1,1,2,1,1,my girlfriend broke my trust at a time when I very much trusted her.,my girlfriend broke my trust at a time when I very much trusted her.,hours,weeks,3,4,5,3,2,1,4,5,3,1,5,4,1,4,2,5,1,3,4,1,4,4,4,"No, I participated before and answered the next set of questions.",19,Male,High school,North American,6,3,3,5,5,5,3,5,5,2,--,COPIED FROM: text id 3998
round-5,boredom,5473,2021/10/06 3:42:20 pm EET,23b0b01a0b3e028f8172c1549655e418,1,1,1,1,1,2,1,2,1,1,1,2,I was sat in the waiting room for the hospital for a scan for 2 hours,I was sat in the waiting room for the hospital for a scan for 2 hours,hours,hours,2,5,1,3,3,1,4,4,3,3,1,4,5,2,1,3,1,3,1,1,4,1,1,"Yes, first time, I will answer the following questions.",39,Female,High school,British,6,1.5,6.5,1,7,1,6.5,1.5,6,1,The event really happened in my life.,"AVERAGED: text id 5473, 52499"
round-3,sadness,31094,2021/09/03 9:46:05 pm EET,a7722b7f8213371b3249419c3a245362,1,2,1,1,1,1,1,1,4,1,1,1,My daughter died,My daughter died,seconds,weeks,5,5,5,1,1,1,5,4,5,1,1,3,1,5,1,1,5,1,1,1,5,5,5,"No, I participated before and answered the next set of questions.",35,Female,Undergraduate degree (BA/BSc/other),European,2,1,5,7,5,6,7,3,4,1,--,COPIED FROM REJECTED: text id 31394
round-3,relief,3895,2021/09/03 10:09:17 pm EET,c77d357b388385fd0150481f1703ace8,1,3,1,1,1,2,1,3,1,1,1,1,my mother told me her biopsy result was negative,my mother told me her biopsy result was negative,seconds,weeks,5,4,2,1,1,5,1,5,1,1,1,5,5,4,1,2,5,4,1,1,3,4,4,"No, I participated before and answered the next set of questions.",28,Female,Undergraduate degree (BA/BSc/other),Indigenous,6,5,5,7,5,1,6,3,2,2,--,COPIED FROM: text id 3619
round-3,trust,31326,2021/09/03 11:05:40 pm EET,96fd862632f180eb9e954699301406fb,1,1,1,1,1,2,1,1,1,1,1,1,i felt trust when i went out with my girlfriend and i left her alone in the park of a shopping mall . on getting back she told me how a man in a rolls royce phantom approached her and asked for her contact but she refused to give him because she was in a relationship. i was driving a prius then.,i felt ... when i went out with my girlfriend and i left her alone in the park of a shopping mall . on getting back she told me how a man in a rolls royce phantom approached her and asked for her contact but she refused to give him because she was in a relationship. i was driving a prius then.,minutes,weeks,3,5,2,3,3,4,1,4,1,1,4,2,4,2,1,5,1,3,1,1,2,1,2,"No, I participated before and answered the next set of questions.",29,Male,Graduate degree (MA/MSc/MPhil/other),North American,5,3,6,3,5,5,6,2,5,5,--,COPIED FROM: text id 3994
round-7,no-emotion,7103,2021/11/09 11:15:53 pm CET,3222a9dba4d08a27563c955022aecc5f,1,2,1,1,1,1,1,1,1,1,1,1,"handing in my notice to my old boss. I thought I would feel really good, or would get a rush of adrenaline, but it was really just a build up to nothing. I felt a little underwhelmed, but mostly very indifferent.","handing in my notice to my old boss. I thought I would feel really good, or would get a rush of adrenaline, but it was really just a build up to .... I felt a little underwhelmed, but mostly very ....",seconds,minutes,2,4,3,2,4,3,2,4,1,4,1,4,4,4,4,4,2,4,2,1,3,2,3,"No, I participated before and answered the next set of questions.",40,Female,Undergraduate degree (BA/BSc/other),European,3,3,4,3,3,5,4,3,4,5,The event really happened in my life.,COPIED: Welcomeback!
round-5,disgust,5543,2021/10/06 3:09:15 pm EET,89833979768b4c32fb268f9d95c6bd66,1,4,1,1,1,5,4,3,1,1,1,3,People were racist,People were racist,hours,weeks,5,5,3,2,2,1,5,1,2,1,5,1,3,5,1,5,1,1,5,5,5,5,5,"Yes, first time, I will answer the following questions.",31,Male,Secondary education,European,5,3,5,3,6,1,7,5,6,3,The event really happened in my life.,ORIGINAL
round-5,anger,515,2021/10/06 1:23:53 pm EET,18675a3d836669a516f36227a97d50f8,1,1,1,1,1,5,2,3,3,1,3,4,when a friend abused me,when a friend abused me,minutes,minutes,4,4,2,4,2,1,1,3,3,2,4,4,4,4,3,3,3,2,4,2,4,3,4,"Yes, first time, I will answer the following questions.",34,Male,Undergraduate degree (BA/BSc/other),North American,3,4,2,4,5,2,3,3,3,4,The event really happened in my life.,ORIGINAL
round-5,pride,51803,2021/10/06 6:00:48 pm EET,47b6ba526136a4a496029fe52d9672ec,1,2,1,3,1,1,1,1,2,1,1,1,I put on makeup,I put on makeup,minutes,seconds,1,2,2,4,3,4,1,1,1,4,1,2,3,2,5,1,1,1,1,1,5,1,1,"Yes, first time, I will answer the following questions.",20,Female,High school,East Asian,2,2,4,6,7,6,7,5,3,1,The event really happened in my life.,ORIGINAL
round-5,joy,51282,2021/10/06 4:36:45 pm EET,5b93580b3d3c6bff95ff397baefc978b,1,2,1,1,2,1,1,1,1,1,1,1,I succeeded in something at work,I succeeded in something at work,minutes,minutes,4,5,1,2,3,5,1,3,1,5,2,3,3,5,5,1,1,5,1,1,5,1,2,"Yes, first time, I will answer the following questions.",42,Female,Graduate degree (MA/MSc/MPhil/other),European,5,2,7,5,7,5,7,3,4,4,The event really happened in my life.,ORIGINAL
